sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	maddog_lineage
FJ228544	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Baja California Sur	2001	2001	2001	1350	08-Mar-2009	24-Jul-2016	Spilogale putorius	-	1629Mxbcssk01	NULL
FJ228545	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Baja California Sur	2000	2000	2000	1350	08-Mar-2009	24-Jul-2016	Spilogale putorius	-	3908Mxslpsk	NULL
FJ228675	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	SLV	El Salvador	-	2003	2003	2003	264	08-Mar-2009	24-Jul-2016	Homo sapiens	-	3853bSalvHm2003	NULL
FJ228687	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Sonora	2003	2003	2003	264	08-Mar-2009	24-Jul-2016	skunk	-	3886Sonsk2003	NULL
GU123651	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2003	2003	2003	1305	10-Nov-2009	24-Jul-2016	Felis catus	20401500	10568CT03	NULL
GU123652	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Canis familiaris	20401500	6050DG05	NULL
GU123653	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Canis familiaris	20401500	8578DG05	NULL
GU123654	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Canis familiaris	20401500	8590DG05	NULL
GU123655	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Canis familiaris	20401500	9370DG05	NULL
GU123656	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Canis familiaris	20401500	9479DG05	NULL
GU123657	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2002	2002	2002	1305	10-Nov-2009	24-Jul-2016	Cerdocyon thous	20401500	1407Ct02	NULL
GU123658	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2003	2003	2003	1305	10-Nov-2009	24-Jul-2016	Cerdocyon thous	20401500	10563Ct03	NULL
GU123659	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Cerdocyon thous	20401500	6967Ct05	NULL
GU123660	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Cerdocyon thous	20401500	6979Ct05	NULL
GU123661	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Cerdocyon thous	20401500	7579Ct05	NULL
GU123662	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2008	2008	2008	1305	10-Nov-2009	24-Jul-2016	Cerdocyon thous	20401500	4102Ct08	NULL
GU646797	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1997	1997	1997	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg04-97	NULL
GU646798	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg236-96	NULL
GU646799	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg82-96	NULL
GU646800	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg268-95	NULL
GU646801	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg227-95	NULL
GU646802	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg138-95	NULL
GU646803	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg76-95	NULL
GU646804	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg28-95	NULL
GU646805	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg27-95	NULL
GU646806	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg449-94	NULL
GU646807	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg420-94	NULL
GU646808	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg134-94	NULL
GU646809	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg133-94	NULL
GU646810	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg110-94	NULL
GU646811	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg107-94	NULL
GU646812	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg63-94	NULL
GU646813	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg31-94	NULL
GU646814	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg15-94	NULL
GU646829	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1997	1997	1997	320	18-Jun-2011	23-Feb-2012	Bos taurus	22033596	brbv289-97	NULL
GU646830	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Bos taurus	22033596	brbv384-96	NULL
GU646831	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Bos taurus	22033596	brbv282-96	NULL
GU646832	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Bos taurus	22033596	brbv197-96	NULL
GU646833	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	319	18-Jun-2011	23-Feb-2012	Bos taurus	22033596	brbv32-94	NULL
GU646834	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg07-94	NULL
GU646835	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1993	1993	1993	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg70-93	NULL
GU646836	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1993	1993	1993	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg45-93	NULL
GU646837	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1992	1992	1992	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg142-92	NULL
GU646838	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1992	1992	1992	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg138-92	NULL
GU646839	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1992	1992	1992	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg115-92	NULL
GU646840	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1992	1992	1992	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg57-92	NULL
GU646847	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1998	1998	1998	320	18-Jun-2011	23-Feb-2012	Canis familiaris	-	brdg4111	NULL
GU646850	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Felis catus	22033596	brct313-96	NULL
GU646851	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Felis catus	22033596	brct56-96	NULL
GU646852	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Felis catus	22033596	brct50-96	NULL
GU646853	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	319	18-Jun-2011	23-Feb-2012	Felis catus	22033596	brct35-95	NULL
GU646854	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Felis catus	22033596	brct24-94	NULL
GU646855	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1992	1992	1992	320	18-Jun-2011	23-Feb-2012	Felis catus	22033596	brct60-92	NULL
GU991844	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Sinaloa/Durango	2003	2003	2003	1350	28-Apr-2010	25-Jul-2016	Mephitis mephitis (skunk)	-	231mxsinSK03	Cosmopolitan Vac2_A1
GU991845	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Sinaloa/Durango	2005	2005	2005	1350	28-Apr-2010	25-Jul-2016	Mephitis mephitis (skunk)	-	633mxsonsk05	Cosmopolitan Vac2_A1
GU991846	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Sinaloa/Durango	2001	2001	2001	1350	28-Apr-2010	25-Jul-2016	Mephitis mephitis (skunk)	-	1535mxDGOsk01	Cosmopolitan Vac2_A1
GU991847	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Oaxaca	2007	2007	2007	1350	28-Apr-2010	25-Jul-2016	Canis familiaris	-	OAXDG07	Cosmopolitan AM2a_A1
HQ116829	AL_Cosmopolitan	Cosmopolitan	CHL	Chile	-	1973	1973	1973	405	07-Nov-2010	25-Jul-2016	Homo sapiens	20739489	13250	NULL
HQ450386	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	-	-	2011	11924	04-Jan-2011	12-Sep-2012	Canis familiaris	22966186	DRV-Mexico	Cosmopolitan AM2a_A1
JF693449	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2007	2007	2007	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	CO2/07	Cosmopolitan AM2a_A1
JF693450	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2007	2007	2007	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	F02/07	Cosmopolitan AM2a_A1
JF693451	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2006	2006	2006	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	CO1/06	Cosmopolitan AM2a_A1
JF693452	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2007	2007	2007	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	H01/07	Cosmopolitan AM2a_A1
JF693453	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	1995	1995	1995	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	C14/95	Cosmopolitan AM2a_A1
JF693454	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	1995	1995	1995	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	C20/95	Cosmopolitan AM2a_A1
JF693455	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2000	2000	2000	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	H01/00	Cosmopolitan AM2a_A1
JN106461	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1992	1992	1992	320	12-Oct-2012	25-Jul-2016	Canis familiaris	-	brldg2289-92	NULL
JN106462	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1989	1989	1989	320	12-Oct-2012	25-Jul-2016	Canis familiaris	-	brldg6963-89	NULL
JN106463	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1990	1990	1990	320	12-Oct-2012	25-Jul-2016	Canis familiaris	-	brldg8468-90	NULL
JN897309	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	Teresina/PI	2005	2005	2005	444	10-Mar-2012	01-Aug-2012	Cerdocyon thous	22528640	4372	NULL
JN897310	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	Recife/PE	2008	2008	2008	444	10-Mar-2012	01-Aug-2012	Cerdocyon thous	22528640	1717	NULL
JN897311	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	Miguel Calmon/BA	2004	2004	2004	444	10-Mar-2012	01-Aug-2012	Cerdocyon thous	22528640	9337	NULL
JN897312	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Recife/PE	2008	2008	2008	444	10-Mar-2012	01-Aug-2012	Cerdocyon thous	22528640	1728	NULL
JN897313	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Recife/PE	2008	2008	2008	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	1724	NULL
JN897314	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Parnaiba/PI	2005	2005	2005	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	9369	NULL
JN897315	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Parnaiba/PI	2005	2005	2005	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	9371	NULL
JN897316	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Recife/PE	2008	2008	2008	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	1722	NULL
JN897317	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Panelas/PE	2008	2008	2008	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	4105	NULL
JN897318	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	Belem de Sao Francisco/PE	2008	2008	2008	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	4106	NULL
JN897319	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Guajara/SE	2005	2005	2005	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	6050	NULL
JN897320	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Jacunda/PA	2005	2005	2005	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	8581	NULL
JQ037818	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2006	2006	2006	794	19-Mar-2012	19-Mar-2012	skunk	-	1369EDOMEXsk06	NULL
JQ037819	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1288	19-Mar-2012	19-Mar-2012	Canis familiaris	-	647EDOMEXDOG05	NULL
JQ037820	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1288	19-Mar-2012	19-Mar-2012	Canis familiaris	-	68EDOMEXDOG05	NULL
JQ037821	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1288	19-Mar-2012	19-Mar-2012	Canis familiaris	-	748EDOMEXDOG05	NULL
JQ037822	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1288	19-Mar-2012	19-Mar-2012	Canis familiaris	-	885EDOMEXDOG05	NULL
JQ037823	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1288	19-Mar-2012	19-Mar-2012	Canis familiaris	-	659EDOMEXDOG05	NULL
JQ037824	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1288	19-Mar-2012	19-Mar-2012	Canis familiaris	-	2293EDOMEXDOG05	NULL
JQ513528	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1996	1996	1996	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V470	Cosmopolitan AM1_A1
JQ513529	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	Felis catus	-	V508	Cosmopolitan AM1_A1
JQ513530	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	Canis familiaris	-	V509	Cosmopolitan AM1_A1
JQ513531	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	Canis familiaris	-	V510	Cosmopolitan AM1_A1
JQ513532	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	Canis familiaris	-	V512	Cosmopolitan AM1_A1
JQ513533	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V514	Cosmopolitan AM1_A1
JQ513534	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V516	Cosmopolitan AM1_A1
JQ513535	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V520	Cosmopolitan AM1_A1
JQ513536	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V522	Cosmopolitan AM1_A1
JQ513537	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V524	Cosmopolitan AM1_A1
JQ513538	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V525	Cosmopolitan AM1_A1
JQ513553	AL_RAC-SK	RAC-SK	MEX	Mexico	San Luis Potosi	2002	2002	2002	1353	01-Jan-2013	03-May-2013	skunk	23524137	V854	RAC-SK_B1.1
JQ685929	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2009	2009	2009	11923	11-Jul-2012	11-Jul-2012	Spilogale putorius	22737076	MEXSK3644	RAC-SK_B1.1
JQ685954	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2007	2007	2007	11923	11-Jul-2012	11-Jul-2012	Spilogale putorius	22737076	MEXSK13938	RAC-SK_B1.1
JQ685975	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	-	2009	2009	2009	11925	11-Jul-2012	11-Jul-2012	Spilogale putorius	22737076	MEXSK3636	Vac_A1.2
JX217779	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Bahia	1997	1997	1997	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmBA4093-1997	NULL
JX217780	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Rondonia	1997	1997	1997	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmRO4116-1997	NULL
JX217781	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Tocantins	1997	1997	1997	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmTO4118-1997	NULL
JX217782	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Acre	1997	1997	1997	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmAC4119-1997	NULL
JX217784	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Acre	1997	1997	1997	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmAC4134-1997	NULL
JX217787	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Rondonia	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmRO4107-1998	NULL
JX217788	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Rondonia	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmRO4117-1998	NULL
JX217789	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Paraiba	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmPB4121-1998	NULL
JX217790	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Tocantins	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmTO4126-1998	NULL
JX217791	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Rondonia	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmRO4128-1998	NULL
JX217792	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmPE4130-1998	NULL
JX217793	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Para	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmPA4137-1998	NULL
JX217794	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmPE4543-1998	NULL
JX217795	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Goias	1999	1999	1999	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmGO4548-1999	NULL
JX217797	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	1999	1999	1999	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmPE4558-1999	NULL
JX217799	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Acre	2000	2000	2000	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmAC5308-2000	NULL
JX217801	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Goias	2000	2000	2000	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmGO5322-2000	NULL
JX217802	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Acre	2000	2000	2000	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmAC5363-2000	NULL
JX217803	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Minas Gerais	2000	2000	2000	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmMG5375-2000	NULL
JX217804	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Piaui	2000	2000	2000	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmPI5376-2000	NULL
JX217806	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Bahia	2001	2001	2001	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmBA5348-2001	NULL
JX217809	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Minas Gerais	2001	2001	2001	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmMG5704-2001	NULL
JX217812	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Bahia	2003	2003	2003	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmBA1303-2003	NULL
KC791795	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2001	2001	2001	1542	18-Jun-2013	18-Jun-2013	skunk	-	A02_3247	NULL
KC791796	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2001	2001	2001	1540	18-Jun-2013	18-Jun-2013	skunk	-	A02_3248	NULL
KC791799	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2001	2001	2001	1544	18-Jun-2013	18-Jun-2013	Bos taurus	-	A02_3262	NULL
KC791809	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2001	2001	2001	1541	18-Jun-2013	18-Jun-2013	skunk	-	A02_4501	NULL
KC791961	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2011	2011	2011	1572	18-Jun-2013	18-Jun-2013	Canis latrans	-	A11_3426	NULL
KC792056	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_0579	NULL
KC792057	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_0580	NULL
KC792058	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_0581	NULL
KC792059	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_0582	NULL
KC792060	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_0587	NULL
KC792067	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_1023	NULL
KC792068	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_1024	NULL
KC792196	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	-	2001	2001	2001	1572	18-Jun-2013	18-Jun-2013	-	-	45OLD	NULL
